Latitude,Longitude,Flux_10MeV,Flux_30MeV
-45.0,81.0,0.0,0.0
-45.0,84.0,0.0,0.0
-45.0,87.0,0.0,0.0
-45.0,90.0,0.0,0.0
-45.0,93.0,0.0,0.0
-45.0,96.0,0.0,0.0
-45.0,99.0,0.0,0.0
-45.0,102.0,0.0,0.0
-45.0,105.0,0.0,0.0
-45.0,108.0,0.0,0.0
-45.0,111.0,0.0,0.0
-45.0,114.0,0.0,0.0
-45.0,117.0,0.0,0.0
-45.0,120.0,0.0,0.0
-45.0,123.0,0.0,0.0
-45.0,126.0,0.0,0.0
-45.0,129.0,0.0,0.0
-45.0,132.0,0.0,0.0
-45.0,135.0,0.0,0.0
-45.0,138.0,0.0,0.0
-45.0,141.0,0.0,0.0
-45.0,144.0,0.0,0.0
-45.0,147.0,0.0,0.0
-45.0,150.0,0.0,0.0
-45.0,153.0,0.0,0.0
-45.0,156.0,0.0,0.0
-45.0,159.0,0.0,0.0
-45.0,162.0,0.0,0.0
-45.0,165.0,0.0,0.0
-45.0,168.0,0.0,0.0
-45.0,171.0,0.0,0.0
-45.0,174.0,0.0,0.0
-45.0,177.0,0.0,0.0
-45.0,180.0,0.0,0.0
-43.0,-180.0,0.0,0.0
-43.0,-177.0,0.0,0.0
-43.0,-174.0,0.0,0.0
-43.0,-171.0,0.0,0.0
-43.0,-168.0,0.0,0.0
-43.0,-165.0,0.0,0.0
-43.0,-162.0,0.0,0.0
-43.0,-159.0,0.0,0.0
-43.0,-156.0,0.0,0.0
-43.0,-153.0,0.0,0.0
-43.0,-150.0,0.0,0.0
-43.0,-147.0,0.0,0.0
-43.0,-144.0,0.0,0.0
-43.0,-141.0,0.0,0.0
-43.0,-138.0,0.0,0.0
-43.0,-135.0,0.0,0.0
-43.0,-132.0,0.0,0.0
-43.0,-129.0,0.0,0.0
-43.0,-126.0,0.0,0.0
-43.0,-123.0,0.0,0.0
-43.0,-120.0,0.0,0.0
-43.0,-117.0,0.0,0.0
-43.0,-114.0,0.0,0.0
-43.0,-111.0,0.0,0.0
-43.0,-108.0,0.0,0.0
-43.0,-105.0,0.0,0.0
-43.0,-102.0,0.0,0.0
-43.0,-99.0,0.0,0.0
-43.0,-96.0,0.0,0.0
-43.0,-93.0,0.0,0.0
-43.0,-90.0,0.0,0.0
-43.0,-87.0,0.0,0.0
-43.0,-84.0,0.0,0.0
-43.0,-81.0,0.0,0.0
-43.0,-78.0,0.0,0.0
-43.0,-75.0,0.0,0.0
-43.0,-72.0,0.0,0.0
-43.0,-69.0,0.0,0.0
-43.0,-66.0,0.0,0.0
-43.0,-63.0,0.0,0.0
-43.0,-60.0,0.0,0.0
-43.0,-57.0,0.0,0.0
-43.0,-54.0,0.0,0.0
-43.0,-51.0,0.0,0.0
-43.0,-48.0,0.0,0.0
-43.0,-45.0,0.0,0.0
-43.0,-42.0,0.0,0.0
-43.0,-39.0,0.0,0.0
-43.0,-36.0,0.0,0.0
-43.0,-33.0,0.0,0.0
-43.0,-30.0,0.0,0.0
-43.0,-27.0,0.0,0.0
-43.0,-24.0,0.0,0.0
-43.0,-21.0,0.0,0.0
-43.0,-18.0,0.0,0.0
-43.0,-15.0,0.0,0.0
-43.0,-12.0,0.0,0.0
-43.0,-9.0,0.0,0.0
-43.0,-6.0,0.0,0.0
-43.0,-3.0,0.0,0.0
-43.0,0.0,0.0,0.0
-43.0,3.0,0.0,0.0
-43.0,6.0,0.0,0.0
-43.0,9.0,0.0,0.0
-43.0,12.0,0.0,0.0
-43.0,15.0,0.0,0.0
-43.0,18.0,0.0,0.0
-43.0,21.0,0.0,0.0
-43.0,24.0,0.0,0.0
-43.0,27.0,0.0,0.0
-43.0,30.0,0.0,0.0
-43.0,33.0,0.0,0.0
-43.0,36.0,0.0,0.0
-43.0,39.0,0.0,0.0
-43.0,42.0,0.0,0.0
-43.0,45.0,0.0,0.0
-43.0,48.0,0.0,0.0
-43.0,51.0,0.0,0.0
-43.0,54.0,0.0,0.0
-43.0,57.0,0.0,0.0
-43.0,60.0,0.0,0.0
-43.0,63.0,0.0,0.0
-43.0,66.0,0.0,0.0
-43.0,69.0,0.0,0.0
-43.0,72.0,0.0,0.0
-43.0,75.0,0.0,0.0
-43.0,78.0,0.0,0.0
-43.0,81.0,0.0,0.0
-43.0,84.0,0.0,0.0
-43.0,87.0,0.0,0.0
-43.0,90.0,0.0,0.0
-43.0,93.0,0.0,0.0
-43.0,96.0,0.0,0.0
-43.0,99.0,0.0,0.0
-43.0,102.0,0.0,0.0
-43.0,105.0,0.0,0.0
-43.0,108.0,0.0,0.0
-43.0,111.0,0.0,0.0
-43.0,114.0,0.0,0.0
-43.0,117.0,0.0,0.0
-43.0,120.0,0.0,0.0
-43.0,123.0,0.0,0.0
-43.0,126.0,0.0,0.0
-43.0,129.0,0.0,0.0
-43.0,132.0,0.0,0.0
-43.0,135.0,0.0,0.0
-43.0,138.0,0.0,0.0
-43.0,141.0,0.0,0.0
-43.0,144.0,0.0,0.0
-43.0,147.0,0.0,0.0
-43.0,150.0,0.0,0.0
-43.0,153.0,0.0,0.0
-43.0,156.0,0.0,0.0
-43.0,159.0,0.0,0.0
-43.0,162.0,0.0,0.0
-43.0,165.0,0.0,0.0
-43.0,168.0,0.0,0.0
-43.0,171.0,0.0,0.0
-43.0,174.0,0.0,0.0
-43.0,177.0,0.0,0.0
-43.0,180.0,0.0,0.0
-41.0,-180.0,0.0,0.0
-41.0,-177.0,0.0,0.0
-41.0,-174.0,0.0,0.0
-41.0,-171.0,0.0,0.0
-41.0,-168.0,0.0,0.0
-41.0,-165.0,0.0,0.0
-41.0,-162.0,0.0,0.0
-41.0,-159.0,0.0,0.0
-41.0,-156.0,0.0,0.0
-41.0,-153.0,0.0,0.0
-41.0,-150.0,0.0,0.0
-41.0,-147.0,0.0,0.0
-41.0,-144.0,0.0,0.0
-41.0,-141.0,0.0,0.0
-41.0,-138.0,0.0,0.0
-41.0,-135.0,0.0,0.0
-41.0,-132.0,0.0,0.0
-41.0,-129.0,0.0,0.0
-41.0,-126.0,0.0,0.0
-41.0,-123.0,0.0,0.0
-41.0,-120.0,0.0,0.0
-41.0,-117.0,0.0,0.0
-41.0,-114.0,0.0,0.0
-41.0,-111.0,0.0,0.0
-41.0,-108.0,0.0,0.0
-41.0,-105.0,0.0,0.0
-41.0,-102.0,0.0,0.0
-41.0,-99.0,0.0,0.0
-41.0,-96.0,0.0,0.0
-41.0,-93.0,0.0,0.0
-41.0,-90.0,0.0,0.0
-41.0,-87.0,0.0,0.0
-41.0,-84.0,0.0,0.0
-41.0,-81.0,0.0,0.0
-41.0,-78.0,0.0,0.0
-41.0,-75.0,0.0,0.0
-41.0,-72.0,0.0,0.0
-41.0,-69.0,0.0,0.0
-41.0,-66.0,0.0,0.0
-41.0,-63.0,0.0,0.0
-41.0,-60.0,0.0,0.0
-41.0,-57.0,0.0,0.0
-41.0,-54.0,0.0,0.0
-41.0,-51.0,0.0,0.0
-41.0,-48.0,0.0,0.0
-41.0,-45.0,0.0,0.0
-41.0,-42.0,0.0,0.0
-41.0,-39.0,0.0,0.0
-41.0,-36.0,0.0,0.0
-41.0,-33.0,0.0,0.0
-41.0,-30.0,0.0,0.0
-41.0,-27.0,0.0,0.0
-41.0,-24.0,0.0,0.0
-41.0,-21.0,0.0,0.0
-41.0,-18.0,0.0,0.0
-41.0,-15.0,0.0,0.0
-41.0,-12.0,0.0,0.0
-41.0,-9.0,0.0,0.0
-41.0,-6.0,0.0,0.0
-41.0,-3.0,0.0,0.0
-41.0,0.0,0.0,0.0
-41.0,3.0,0.0,0.0
-41.0,6.0,0.0,0.0
-41.0,9.0,0.0,0.0
-41.0,12.0,0.0,0.0
-41.0,15.0,0.0,0.0
-41.0,18.0,0.0,0.0
-41.0,21.0,0.0,0.0
-41.0,24.0,0.0,0.0
-41.0,27.0,0.0,0.0
-41.0,30.0,0.0,0.0
-41.0,33.0,0.0,0.0
-41.0,36.0,0.0,0.0
-41.0,39.0,0.0,0.0
-41.0,42.0,0.0,0.0
-41.0,45.0,0.0,0.0
-41.0,48.0,0.0,0.0
-41.0,51.0,0.0,0.0
-41.0,54.0,0.0,0.0
-41.0,57.0,0.0,0.0
-41.0,60.0,0.0,0.0
-41.0,63.0,0.0,0.0
-41.0,66.0,0.0,0.0
-41.0,69.0,0.0,0.0
-41.0,72.0,0.0,0.0
-41.0,75.0,0.0,0.0
-41.0,78.0,0.0,0.0
-41.0,81.0,0.0,0.0
-41.0,84.0,0.0,0.0
-41.0,87.0,0.0,0.0
-41.0,90.0,0.0,0.0
-41.0,93.0,0.0,0.0
-41.0,96.0,0.0,0.0
-41.0,99.0,0.0,0.0
-41.0,102.0,0.0,0.0
-41.0,105.0,0.0,0.0
-41.0,108.0,0.0,0.0
-41.0,111.0,0.0,0.0
-41.0,114.0,0.0,0.0
-41.0,117.0,0.0,0.0
-41.0,120.0,0.0,0.0
-41.0,123.0,0.0,0.0
-41.0,126.0,0.0,0.0
-41.0,129.0,0.0,0.0
-41.0,132.0,0.0,0.0
-41.0,135.0,0.0,0.0
-41.0,138.0,0.0,0.0
-41.0,141.0,0.0,0.0
-41.0,144.0,0.0,0.0
-41.0,147.0,0.0,0.0
-41.0,150.0,0.0,0.0
-41.0,153.0,0.0,0.0
-41.0,156.0,0.0,0.0
-41.0,159.0,0.0,0.0
-41.0,162.0,0.0,0.0
-41.0,165.0,0.0,0.0
-41.0,168.0,0.0,0.0
-41.0,171.0,0.0,0.0
-41.0,174.0,0.0,0.0
-41.0,177.0,0.0,0.0
-41.0,180.0,0.0,0.0
-39.0,-180.0,0.0,0.0
-39.0,-177.0,0.0,0.0
-39.0,-174.0,0.0,0.0
-39.0,-171.0,0.0,0.0
-39.0,-168.0,0.0,0.0
-39.0,-165.0,0.0,0.0
-39.0,-162.0,0.0,0.0
-39.0,-159.0,0.0,0.0
-39.0,-156.0,0.0,0.0
-39.0,-153.0,0.0,0.0
-39.0,-150.0,0.0,0.0
-39.0,-147.0,0.0,0.0
-39.0,-144.0,0.0,0.0
-39.0,-141.0,0.0,0.0
-39.0,-138.0,0.0,0.0
-39.0,-135.0,0.0,0.0
-39.0,-132.0,0.0,0.0
-39.0,-129.0,0.0,0.0
-39.0,-126.0,0.0,0.0
-39.0,-123.0,0.0,0.0
-39.0,-120.0,0.0,0.0
-39.0,-117.0,0.0,0.0
-39.0,-114.0,0.0,0.0
-39.0,-111.0,0.0,0.0
-39.0,-108.0,0.0,0.0
-39.0,-105.0,0.0,0.0
-39.0,-102.0,0.0,0.0
-39.0,-99.0,0.0,0.0
-39.0,-96.0,0.0,0.0
-39.0,-93.0,0.0,0.0
-39.0,-90.0,0.0,0.0
-39.0,-87.0,0.0,0.0
-39.0,-84.0,0.0,0.0
-39.0,-81.0,0.0,0.0
-39.0,-78.0,0.0,0.0
-39.0,-75.0,0.0,0.0
-39.0,-72.0,0.0,0.0
-39.0,-69.0,0.0,0.0
-39.0,-66.0,0.0,0.0
-39.0,-63.0,0.0,0.0
-39.0,-60.0,0.0,0.0
-39.0,-57.0,0.0,0.0
-39.0,-54.0,0.0,0.0
-39.0,-51.0,0.0,0.0
-39.0,-48.0,0.0,0.0
-39.0,-45.0,0.0,0.0
-39.0,-42.0,0.0,0.0
-39.0,-39.0,0.0,0.0
-39.0,-36.0,0.0,0.0
-39.0,-33.0,0.0,0.0
-39.0,-30.0,0.0,0.0
-39.0,-27.0,0.0,0.0
-39.0,-24.0,0.0,0.0
-39.0,-21.0,0.0,0.0
-39.0,-18.0,0.0,0.0
-39.0,-15.0,0.0,0.0
-39.0,-12.0,0.0,0.0
-39.0,-9.0,0.0,0.0
-39.0,-6.0,0.0,0.0
-39.0,-3.0,0.0,0.0
-39.0,0.0,0.0,0.0
-39.0,3.0,0.0,0.0
-39.0,6.0,0.0,0.0
-39.0,9.0,0.0,0.0
-39.0,12.0,0.0,0.0
-39.0,15.0,0.0,0.0
-39.0,18.0,0.0,0.0
-39.0,21.0,0.0,0.0
-39.0,24.0,0.0,0.0
-39.0,27.0,0.0,0.0
-39.0,30.0,0.0,0.0
-39.0,33.0,0.0,0.0
-39.0,36.0,0.0,0.0
-39.0,39.0,0.0,0.0
-39.0,42.0,0.0,0.0
-39.0,45.0,0.0,0.0
-39.0,48.0,0.0,0.0
-39.0,51.0,0.0,0.0
-39.0,54.0,0.0,0.0
-39.0,57.0,0.0,0.0
-39.0,60.0,0.0,0.0
-39.0,63.0,0.0,0.0
-39.0,66.0,0.0,0.0
-39.0,69.0,0.0,0.0
-39.0,72.0,0.0,0.0
-39.0,75.0,0.0,0.0
-39.0,78.0,0.0,0.0
-39.0,81.0,0.0,0.0
-39.0,84.0,0.0,0.0
-39.0,87.0,0.0,0.0
-39.0,90.0,0.0,0.0
-39.0,93.0,0.0,0.0
-39.0,96.0,0.0,0.0
-39.0,99.0,0.0,0.0
-39.0,102.0,0.0,0.0
-39.0,105.0,0.0,0.0
-39.0,108.0,0.0,0.0
-39.0,111.0,0.0,0.0
-39.0,114.0,0.0,0.0
-39.0,117.0,0.0,0.0
-39.0,120.0,0.0,0.0
-39.0,123.0,0.0,0.0
-39.0,126.0,0.0,0.0
-39.0,129.0,0.0,0.0
-39.0,132.0,0.0,0.0
-39.0,135.0,0.0,0.0
-39.0,138.0,0.0,0.0
-39.0,141.0,0.0,0.0
-39.0,144.0,0.0,0.0
-39.0,147.0,0.0,0.0
-39.0,150.0,0.0,0.0
-39.0,153.0,0.0,0.0
-39.0,156.0,0.0,0.0
-39.0,159.0,0.0,0.0
-39.0,162.0,0.0,0.0
-39.0,165.0,0.0,0.0
-39.0,168.0,0.0,0.0
-39.0,171.0,0.0,0.0
-39.0,174.0,0.0,0.0
-39.0,177.0,0.0,0.0
-39.0,180.0,0.0,0.0
-37.0,-180.0,0.0,0.0
-37.0,-177.0,0.0,0.0
-37.0,-174.0,0.0,0.0
-37.0,-171.0,0.0,0.0
-37.0,-168.0,0.0,0.0
-37.0,-165.0,0.0,0.0
-37.0,-162.0,0.0,0.0
-37.0,-159.0,0.0,0.0
-37.0,-156.0,0.0,0.0
-37.0,-153.0,0.0,0.0
-37.0,-150.0,0.0,0.0
-37.0,-147.0,0.0,0.0
-37.0,-144.0,0.0,0.0
-37.0,-141.0,0.0,0.0
-37.0,-138.0,0.0,0.0
-37.0,-135.0,0.0,0.0
-37.0,-132.0,0.0,0.0
-37.0,-129.0,0.0,0.0
-37.0,-126.0,0.0,0.0
-37.0,-123.0,0.0,0.0
-37.0,-120.0,0.0,0.0
-37.0,-117.0,0.0,0.0
-37.0,-114.0,0.0,0.0
-37.0,-111.0,0.0,0.0
-37.0,-108.0,0.0,0.0
-37.0,-105.0,0.0,0.0
-37.0,-102.0,0.0,0.0
-37.0,-99.0,0.0,0.0
-37.0,-96.0,0.0,0.0
-37.0,-93.0,0.0,0.0
-37.0,-90.0,0.0,0.0
-37.0,-87.0,0.0,0.0
-37.0,-84.0,0.0,0.0
-37.0,-81.0,0.0,0.0
-37.0,-78.0,0.0,0.0
-37.0,-75.0,0.0,0.0
-37.0,-72.0,0.0,0.0
-37.0,-69.0,0.0,0.0
-37.0,-66.0,0.0,0.0
-37.0,-63.0,0.0,0.0
-37.0,-60.0,0.0,0.0
-37.0,-57.0,0.0,0.0
-37.0,-54.0,0.0,0.0
-37.0,-51.0,0.0,0.0
-37.0,-48.0,0.0,0.0
-37.0,-45.0,0.0,0.0
-37.0,-42.0,0.0,0.0
-37.0,-39.0,0.0,0.0
-37.0,-36.0,0.0,0.0
-37.0,-33.0,0.0,0.0
-37.0,-30.0,0.0,0.0
-37.0,-27.0,0.0,0.0
-37.0,-24.0,0.0,0.0
-37.0,-21.0,0.0,0.0
-37.0,-18.0,0.0,0.0
-37.0,-15.0,0.0,0.0
-37.0,-12.0,0.0,0.0
-37.0,-9.0,0.0,0.0
-37.0,-6.0,0.0,0.0
-37.0,-3.0,0.0,0.0
-37.0,0.0,0.0,0.0
-37.0,3.0,0.0,0.0
-37.0,6.0,0.0,0.0
-37.0,9.0,0.0,0.0
-37.0,12.0,0.0,0.0
-37.0,15.0,0.0,0.0
-37.0,18.0,0.0,0.0
-37.0,21.0,0.0,0.0
-37.0,24.0,0.0,0.0
-37.0,27.0,0.0,0.0
-37.0,30.0,0.0,0.0
-37.0,33.0,0.0,0.0
-37.0,36.0,0.0,0.0
-37.0,39.0,0.0,0.0
-37.0,42.0,0.0,0.0
-37.0,45.0,0.0,0.0
-37.0,48.0,0.0,0.0
-37.0,51.0,0.0,0.0
-37.0,54.0,0.0,0.0
-37.0,57.0,0.0,0.0
-37.0,60.0,0.0,0.0
-37.0,63.0,0.0,0.0
-37.0,66.0,0.0,0.0
-37.0,69.0,0.0,0.0
-37.0,72.0,0.0,0.0
-37.0,75.0,0.0,0.0
-37.0,78.0,0.0,0.0
-37.0,81.0,0.0,0.0
-37.0,84.0,0.0,0.0
-37.0,87.0,0.0,0.0
-37.0,90.0,0.0,0.0
-37.0,93.0,0.0,0.0
-37.0,96.0,0.0,0.0
-37.0,99.0,0.0,0.0
-37.0,102.0,0.0,0.0
-37.0,105.0,0.0,0.0
-37.0,108.0,0.0,0.0
-37.0,111.0,0.0,0.0
-37.0,114.0,0.0,0.0
-37.0,117.0,0.0,0.0
-37.0,120.0,0.0,0.0
-37.0,123.0,0.0,0.0
-37.0,126.0,0.0,0.0
-37.0,129.0,0.0,0.0
-37.0,132.0,0.0,0.0
-37.0,135.0,0.0,0.0
-37.0,138.0,0.0,0.0
-37.0,141.0,0.0,0.0
-37.0,144.0,0.0,0.0
-37.0,147.0,0.0,0.0
-37.0,150.0,0.0,0.0
-37.0,153.0,0.0,0.0
-37.0,156.0,0.0,0.0
-37.0,159.0,0.0,0.0
-37.0,162.0,0.0,0.0
-37.0,165.0,0.0,0.0
-37.0,168.0,0.0,0.0
-37.0,171.0,0.0,0.0
-37.0,174.0,0.0,0.0
-37.0,177.0,0.0,0.0
-37.0,180.0,0.0,0.0
-35.0,-180.0,0.0,0.0
-35.0,-177.0,0.0,0.0
-35.0,-174.0,0.0,0.0
-35.0,-171.0,0.0,0.0
-35.0,-168.0,0.0,0.0
-35.0,-165.0,0.0,0.0
-35.0,-162.0,0.0,0.0
-35.0,-159.0,0.0,0.0
-35.0,-156.0,0.0,0.0
-35.0,-153.0,0.0,0.0
-35.0,-150.0,0.0,0.0
-35.0,-147.0,0.0,0.0
-35.0,-144.0,0.0,0.0
-35.0,-141.0,0.0,0.0
-35.0,-138.0,0.0,0.0
-35.0,-135.0,0.0,0.0
-35.0,-132.0,0.0,0.0
-35.0,-129.0,0.0,0.0
-35.0,-126.0,0.0,0.0
-35.0,-123.0,0.0,0.0
-35.0,-120.0,0.0,0.0
-35.0,-117.0,0.0,0.0
-35.0,-114.0,0.0,0.0
-35.0,-111.0,0.0,0.0
-35.0,-108.0,0.0,0.0
-35.0,-105.0,0.0,0.0
-35.0,-102.0,0.0,0.0
-35.0,-99.0,0.0,0.0
-35.0,-96.0,0.0,0.0
-35.0,-93.0,0.0,0.0
-35.0,-90.0,0.0,0.0
-35.0,-87.0,0.0,0.0
-35.0,-84.0,0.0,0.0
-35.0,-81.0,0.0,0.0
-35.0,-78.0,0.0,0.0
-35.0,-75.0,0.0,0.0
-35.0,-72.0,0.0,0.0
-35.0,-69.0,0.0,0.0
-35.0,-66.0,0.0,0.0
-35.0,-63.0,0.0,0.0
-35.0,-60.0,0.0,0.0
-35.0,-57.0,0.0,0.0
-35.0,-54.0,0.0,0.0
-35.0,-51.0,0.0,0.0
-35.0,-48.0,0.0,0.0
-35.0,-45.0,0.0,0.0
-35.0,-42.0,0.0,0.0
-35.0,-39.0,0.0,0.0
-35.0,-36.0,0.0,0.0
-35.0,-33.0,0.0,0.0
-35.0,-30.0,0.0,0.0
-35.0,-27.0,0.0,0.0
-35.0,-24.0,0.0,0.0
-35.0,-21.0,0.0,0.0
-35.0,-18.0,0.0,0.0
-35.0,-15.0,0.0,0.0
-35.0,-12.0,0.0,0.0
-35.0,-9.0,0.0,0.0
-35.0,-6.0,0.0,0.0
-35.0,-3.0,0.0,0.0
-35.0,0.0,0.0,0.0
-35.0,3.0,0.0,0.0
-35.0,6.0,0.0,0.0
-35.0,9.0,0.0,0.0
-35.0,12.0,0.0,0.0
-35.0,15.0,0.0,0.0
-35.0,18.0,0.0,0.0
-35.0,21.0,0.0,0.0
-35.0,24.0,0.0,0.0
-35.0,27.0,0.0,0.0
-35.0,30.0,0.0,0.0
-35.0,33.0,0.0,0.0
-35.0,36.0,0.0,0.0
-35.0,39.0,0.0,0.0
-35.0,42.0,0.0,0.0
-35.0,45.0,0.0,0.0
-35.0,48.0,0.0,0.0
-35.0,51.0,0.0,0.0
-35.0,54.0,0.0,0.0
-35.0,57.0,0.0,0.0
-35.0,60.0,0.0,0.0
-35.0,63.0,0.0,0.0
-35.0,66.0,0.0,0.0
-35.0,69.0,0.0,0.0
-35.0,72.0,0.0,0.0
-35.0,75.0,0.0,0.0
-35.0,78.0,0.0,0.0
-35.0,81.0,0.0,0.0
-35.0,84.0,0.0,0.0
-35.0,87.0,0.0,0.0
-35.0,90.0,0.0,0.0
-35.0,93.0,0.0,0.0
-35.0,96.0,0.0,0.0
-35.0,99.0,0.0,0.0
-35.0,102.0,0.0,0.0
-35.0,105.0,0.0,0.0
-35.0,108.0,0.0,0.0
-35.0,111.0,0.0,0.0
-35.0,114.0,0.0,0.0
-35.0,117.0,0.0,0.0
-35.0,120.0,0.0,0.0
-35.0,123.0,0.0,0.0
-35.0,126.0,0.0,0.0
-35.0,129.0,0.0,0.0
-35.0,132.0,0.0,0.0
-35.0,135.0,0.0,0.0
-35.0,138.0,0.0,0.0
-35.0,141.0,0.0,0.0
-35.0,144.0,0.0,0.0
-35.0,147.0,0.0,0.0
-35.0,150.0,0.0,0.0
-35.0,153.0,0.0,0.0
-35.0,156.0,0.0,0.0
-35.0,159.0,0.0,0.0
-35.0,162.0,0.0,0.0
-35.0,165.0,0.0,0.0
-35.0,168.0,0.0,0.0
-35.0,171.0,0.0,0.0
-35.0,174.0,0.0,0.0
-35.0,177.0,0.0,0.0
-35.0,180.0,0.0,0.0
-33.0,-180.0,0.0,0.0
-33.0,-177.0,0.0,0.0
-33.0,-174.0,0.0,0.0
-33.0,-171.0,0.0,0.0
-33.0,-168.0,0.0,0.0
-33.0,-165.0,0.0,0.0
-33.0,-162.0,0.0,0.0
-33.0,-159.0,0.0,0.0
-33.0,-156.0,0.0,0.0
-33.0,-153.0,0.0,0.0
-33.0,-150.0,0.0,0.0
-33.0,-147.0,0.0,0.0
-33.0,-144.0,0.0,0.0
-33.0,-141.0,0.0,0.0
-33.0,-138.0,0.0,0.0
-33.0,-135.0,0.0,0.0
-33.0,-132.0,0.0,0.0
-33.0,-129.0,0.0,0.0
-33.0,-126.0,0.0,0.0
-33.0,-123.0,0.0,0.0
-33.0,-120.0,0.0,0.0
-33.0,-117.0,0.0,0.0
-33.0,-114.0,0.0,0.0
-33.0,-111.0,0.0,0.0
-33.0,-108.0,0.0,0.0
-33.0,-105.0,0.0,0.0
-33.0,-102.0,0.0,0.0
-33.0,-99.0,0.0,0.0
-33.0,-96.0,0.0,0.0
-33.0,-93.0,0.0,0.0
-33.0,-90.0,0.0,0.0
-33.0,-87.0,0.0,0.0
-33.0,-84.0,0.0,0.0
-33.0,-81.0,0.0,0.0
-33.0,-78.0,0.0,0.0
-33.0,-75.0,0.0,0.0
-33.0,-72.0,0.0,0.0
-33.0,-69.0,0.0,0.0
-33.0,-66.0,0.0,0.0
-33.0,-63.0,0.0,0.0
-33.0,-60.0,0.0,0.0
-33.0,-57.0,0.0,0.0
-33.0,-54.0,0.0,0.0
-33.0,-51.0,0.0,0.0
-33.0,-48.0,0.0,0.0
-33.0,-45.0,0.0,0.0
-33.0,-42.0,0.0,0.0
-33.0,-39.0,0.0,0.0
-33.0,-36.0,0.0,0.0
-33.0,-33.0,0.0,0.0
-33.0,-30.0,0.0,0.0
-33.0,-27.0,0.0,0.0
-33.0,-24.0,0.0,0.0
-33.0,-21.0,0.0,0.0
-33.0,-18.0,0.0,0.0
-33.0,-15.0,0.0,0.0
-33.0,-12.0,0.0,0.0
-33.0,-9.0,0.0,0.0
-33.0,-6.0,0.0,0.0
-33.0,-3.0,0.0,0.0
-33.0,0.0,0.0,0.0
-33.0,3.0,0.0,0.0
-33.0,6.0,0.0,0.0
-33.0,9.0,0.0,0.0
-33.0,12.0,0.0,0.0
-33.0,15.0,0.0,0.0
-33.0,18.0,0.0,0.0
-33.0,21.0,0.0,0.0
-33.0,24.0,0.0,0.0
-33.0,27.0,0.0,0.0
-33.0,30.0,0.0,0.0
-33.0,33.0,0.0,0.0
-33.0,36.0,0.0,0.0
-33.0,39.0,0.0,0.0
-33.0,42.0,0.0,0.0
-33.0,45.0,0.0,0.0
-33.0,48.0,0.0,0.0
-33.0,51.0,0.0,0.0
-33.0,54.0,0.0,0.0
-33.0,57.0,0.0,0.0
-33.0,60.0,0.0,0.0
-33.0,63.0,0.0,0.0
-33.0,66.0,0.0,0.0
-33.0,69.0,0.0,0.0
-33.0,72.0,0.0,0.0
-33.0,75.0,0.0,0.0
-33.0,78.0,0.0,0.0
-33.0,81.0,0.0,0.0
-33.0,84.0,0.0,0.0
-33.0,87.0,0.0,0.0
-33.0,90.0,0.0,0.0
-33.0,93.0,0.0,0.0
-33.0,96.0,0.0,0.0
-33.0,99.0,0.0,0.0
-33.0,102.0,0.0,0.0
-33.0,105.0,0.0,0.0
-33.0,108.0,0.0,0.0
-33.0,111.0,0.0,0.0
-33.0,114.0,0.0,0.0
-33.0,117.0,0.0,0.0
-33.0,120.0,0.0,0.0
-33.0,123.0,0.0,0.0
-33.0,126.0,0.0,0.0
-33.0,129.0,0.0,0.0
-33.0,132.0,0.0,0.0
-33.0,135.0,0.0,0.0
-33.0,138.0,0.0,0.0
-33.0,141.0,0.0,0.0
-33.0,144.0,0.0,0.0
-33.0,147.0,0.0,0.0
-33.0,150.0,0.0,0.0
-33.0,153.0,0.0,0.0
-33.0,156.0,0.0,0.0
-33.0,159.0,0.0,0.0
-33.0,162.0,0.0,0.0
-33.0,165.0,0.0,0.0
-33.0,168.0,0.0,0.0
-33.0,171.0,0.0,0.0
-33.0,174.0,0.0,0.0
-33.0,177.0,0.0,0.0
-33.0,180.0,0.0,0.0
-31.0,-180.0,0.0,0.0
-31.0,-177.0,0.0,0.0
-31.0,-174.0,0.0,0.0
-31.0,-171.0,0.0,0.0
-31.0,-168.0,0.0,0.0
-31.0,-165.0,0.0,0.0
-31.0,-162.0,0.0,0.0
-31.0,-159.0,0.0,0.0
-31.0,-156.0,0.0,0.0
-31.0,-153.0,0.0,0.0
-31.0,-150.0,0.0,0.0
-31.0,-147.0,0.0,0.0
-31.0,-144.0,0.0,0.0
-31.0,-141.0,0.0,0.0
-31.0,-138.0,0.0,0.0
-31.0,-135.0,0.0,0.0
-31.0,-132.0,0.0,0.0
-31.0,-129.0,0.0,0.0
-31.0,-126.0,0.0,0.0
-31.0,-123.0,0.0,0.0
-31.0,-120.0,0.0,0.0
-31.0,-117.0,0.0,0.0
-31.0,-114.0,0.0,0.0
-31.0,-111.0,0.0,0.0
-31.0,-108.0,0.0,0.0
-31.0,-105.0,0.0,0.0
-31.0,-102.0,0.0,0.0
-31.0,-99.0,0.0,0.0
-31.0,-96.0,0.0,0.0
-31.0,-93.0,0.0,0.0
-31.0,-90.0,0.0,0.0
-31.0,-87.0,0.0,0.0
-31.0,-84.0,0.0,0.0
-31.0,-81.0,0.0,0.0
-31.0,-78.0,0.0,0.0
-31.0,-75.0,0.0,0.0
-31.0,-72.0,0.0,0.0
-31.0,-69.0,0.0,0.0
